Word_Count,Keyword_Density,Meta_Title_Length,Meta_Desc_Length,Alt_Tag_Percent,SEO_Score
662,0.67,40,74,100,51
1557,2.74,40,96,99,71
2141,2.23,33,137,65,70
2150,0.8,55,98,75,66
2472,0.66,34,72,51,46
1210,2.94,65,166,64,65
544,2.2,62,99,76,64
841,1.54,43,169,62,64
2469,2.25,61,78,42,60
2472,2.39,36,70,85,72
1872,2.45,39,92,96,70
423,1.69,31,136,42,48
2031,1.57,39,101,79,54
1085,0.53,64,157,86,55
2343,2.82,50,75,57,74
1096,2.01,69,146,94,74
376,1.01,37,118,53,50
358,2.8,47,84,96,67
1823,2.79,38,127,36,62
2236,2.97,70,122,53,85
2456,2.69,59,99,38,81
1601,2.99,33,145,44,69
367,1.11,64,109,85,57
2232,2.61,43,128,46,76
664,2.56,43,132,48,59
1120,1.08,66,117,38,42
1702,0.75,49,168,93,70
1246,2.95,58,161,86,86
1877,1.24,52,137,67,72
1677,2.68,50,76,37,56
1739,0.51,60,116,35,45
1061,0.55,61,112,78,50
640,1.66,70,85,74,57
682,1.1,36,91,50,45
1303,2.22,42,132,63,59
1856,1.91,52,115,41,67
599,0.69,37,114,68,49
438,0.91,41,110,35,43
658,1.47,65,94,61,52
1135,0.96,45,119,89,46
1822,2.48,55,136,37,77
1927,1.54,58,121,67,64
2282,0.73,58,155,48,67
1603,1.71,35,100,84,63
1208,0.73,66,106,38,54
1434,0.82,62,91,81,57
2486,1.1,60,96,57,64
1295,2.65,70,71,91,74
2451,2.81,47,91,77,80
1537,2.57,67,122,68,69
2084,1.34,60,86,82,76
464,1.18,45,125,92,55
1298,1.87,69,153,48,70
1607,2.3,66,157,62,83
956,2.98,43,178,93,80
2209,0.83,68,100,55,56
2346,0.62,33,112,74,53
2411,2.24,59,141,30,70
1440,2.58,62,122,95,80
2189,2.62,65,74,64,76
566,2.2,59,71,74,63
2145,2.89,43,128,62,69
2008,1.78,52,73,98,70
1810,2.78,57,168,60,83
775,2.92,36,103,93,71
1276,2.62,39,136,44,52
1507,1.27,33,153,75,59
1343,0.99,67,142,77,68
2260,1.87,42,75,97,66
857,1.63,50,127,69,53
1317,2.69,62,116,30,67
1905,0.75,69,74,49,55
1182,1.14,57,130,51,56
2494,2.38,52,174,83,83
965,0.74,61,125,94,53
2071,1.3,34,171,44,67
1163,1.47,55,104,90,79
881,2.06,68,164,43,57
994,0.9,55,82,98,61
1551,2.65,32,95,78,66
1910,1.62,53,155,35,65
1539,2.79,63,165,70,81
698,1.67,63,133,60,70
2246,1.19,49,148,93,69
1014,0.85,59,80,80,49
1003,0.51,49,131,88,55
2014,1.83,70,149,84,82
2272,0.77,47,116,78,69
381,1.48,67,139,69,61
903,1.97,49,179,44,63
2270,1.19,35,144,99,69
2010,0.94,54,127,94,70
2346,2.44,70,79,36,66
1202,2.87,70,85,91,77
664,0.75,32,81,83,42
462,0.89,48,140,81,48
2163,2.9,39,172,80,92
415,0.59,34,160,33,35
1180,2.94,51,157,30,66
1139,0.51,38,119,95,45
2494,2.68,62,84,64,76
1646,1.27,44,128,39,57
1336,2.85,53,139,96,75
1242,1.29,59,131,97,58
2024,2.14,65,152,94,81
1437,0.7,68,141,80,62
321,1.11,35,180,59,49
2049,2.43,44,131,68,82
982,1.82,67,169,39,65
2133,2.82,68,119,73,84
425,1.57,51,146,61,57
576,2.67,32,123,73,63
2299,1.62,58,123,92,74
1527,2.95,58,166,90,80
995,2.9,60,165,94,94
1609,1.32,31,97,70,54
356,2.71,64,173,41,66
318,2.62,38,120,31,52
412,1.03,51,143,89,52
841,2.06,48,102,54,57
878,0.68,66,70,90,46
1388,2.59,39,154,51,71
324,0.94,50,138,85,52
1872,0.68,46,70,50,53
2348,1.5,32,124,84,71
1872,1.94,36,154,69,71
440,2.64,70,158,80,70
2067,2.94,66,153,51,82
947,1.6,65,114,57,62
500,0.65,32,142,33,39
556,2.37,42,149,55,53
846,1.91,70,161,89,78
1101,1.62,59,109,52,61
1241,1.27,52,179,70,58
713,1.76,36,130,87,60
2314,1.35,59,105,37,65
1681,2.39,58,172,80,77
1398,1.86,37,93,90,56
1209,2.69,39,149,30,57
487,1.86,62,83,59,53
2315,1.1,49,167,46,70
1613,2.63,58,157,52,69
2392,1.89,58,180,53,72
2430,1.02,50,144,98,72
1446,2.06,30,178,81,74
657,1.39,63,169,100,77
1851,2.61,61,70,87,75
1389,1.63,43,116,51,53
1980,2.32,66,145,88,79
461,0.74,64,90,73,55
749,1.49,53,142,66,52
1797,2.96,30,108,63,71
1336,2.52,35,72,86,70
2458,0.9,33,85,86,60
2250,1.19,67,137,69,65
1613,1.32,30,95,49,53
1538,2.13,70,179,46,74
1273,2.39,60,123,81,75
931,2.37,65,82,33,59
1890,1.77,38,130,92,73
1350,2.53,70,89,79,74
1888,1.59,52,152,79,75
1993,0.81,60,96,45,61
736,1.91,58,71,90,56
1856,2.88,50,79,73,71
1376,2.48,32,129,47,66
1604,1.95,55,158,79,73
2378,2.12,35,88,59,59
482,2.83,49,84,78,64
1769,1.57,42,172,50,62
1779,1.33,70,116,51,74
1889,2.94,52,93,76,81
1887,2.66,44,85,54,72
959,1.31,60,150,85,65
459,1.66,33,129,93,59
1311,1.54,40,149,57,58
352,0.87,31,151,62,41
1345,2.89,45,118,95,72
1353,1.51,60,73,33,61
1528,2.69,68,135,41,74
1794,0.97,33,118,46,45
1789,1.87,57,100,65,71
1335,0.56,45,135,45,62
2250,2.41,68,123,52,69
1149,1.95,54,71,38,55
653,2.06,42,130,84,57
1398,0.63,34,84,93,57
2039,1.03,59,129,76,56
1764,0.69,30,112,96,58
1290,1.22,34,162,39,55
1564,2.07,43,167,33,57
2184,1.92,40,109,59,68
2109,2.03,63,165,40,71
1411,1.87,58,154,80,81
1117,1.18,47,99,48,42
2099,1.11,44,132,42,63
2260,0.84,54,93,86,63
1188,2.62,59,113,32,69
2155,2.04,31,83,67,70
1480,0.97,69,97,56,55
967,0.94,56,83,39,44
932,2.68,44,125,82,74
1942,2.36,61,177,56,81
436,2.15,49,103,36,49
2246,1.52,43,147,42,60
1997,1.15,56,158,89,74
727,2.95,32,81,43,49
1775,2.49,32,125,73,73
1118,1.25,42,130,99,68
2488,2.62,54,174,57,79
1406,2.4,47,130,52,64
497,1.24,30,109,41,37
2295,1.57,68,89,53,71
770,0.96,34,111,80,50
2248,0.78,31,76,51,47
1228,2.31,59,148,91,79
2310,1.17,46,142,55,62
1205,2.55,58,137,87,74
322,2.99,33,100,100,60
534,0.69,38,156,44,48
1424,1.68,50,139,97,65
1228,2.51,41,161,35,71
822,2.47,41,145,31,59
2108,2.4,33,116,60,68
730,1.37,57,120,53,53
1092,1.63,38,127,64,65
1929,1.99,69,91,76,65
2036,2.93,61,93,60,69
832,1.32,42,103,31,49
2046,2.81,63,132,88,80
1975,1.17,48,129,92,64
1616,2.97,43,88,46,63
1212,2.18,34,93,83,67
1424,1.66,56,133,50,66
1825,2.03,57,89,51,63
1627,1.18,55,167,84,71
1323,1.19,39,180,58,62
1876,0.78,53,96,50,48
1678,0.79,46,127,31,45
1819,1.37,45,113,71,52
1981,2.41,46,162,81,87
2297,2.02,30,134,67,66
526,0.76,50,115,32,40
1559,2.63,51,169,54,77
1172,2.0,34,123,91,60
1191,2.9,65,176,44,71
1778,2.18,50,108,99,70
1336,0.94,38,178,39,39
696,1.68,56,179,98,70
1423,2.12,41,76,73,72
2378,0.57,47,123,70,58
948,0.54,64,112,49,45
628,0.82,44,89,66,42
1782,1.13,59,153,68,68
1251,1.57,62,94,99,71
2305,1.72,65,112,37,62
2316,0.85,69,154,72,74
2178,2.18,59,142,39,71
1496,1.99,55,96,70,66
2072,1.24,50,161,33,64
461,0.53,66,94,33,34
2051,0.69,60,105,53,54
1075,1.48,46,167,50,61
2127,0.88,46,135,39,56
1351,1.44,63,78,75,63
1239,2.07,53,152,99,74
839,1.87,62,148,73,71
1121,1.08,33,122,62,41
1761,1.36,38,90,65,58
1388,2.04,31,119,54,52
655,2.65,64,85,42,64
534,2.38,67,135,68,66
1848,1.88,44,95,67,62
2396,1.41,32,113,59,57
417,1.41,60,98,43,50
2401,2.7,70,166,79,93
1973,0.6,52,167,97,68
1367,2.97,41,115,30,66
2400,2.16,37,160,90,82
857,2.2,50,140,32,58
2115,0.59,50,118,79,65
2305,2.01,61,84,90,84
697,1.71,46,86,65,53
974,0.76,66,78,33,44
686,1.19,53,146,72,61
2458,2.73,37,101,43,65
2364,1.87,47,135,96,77
1183,1.53,40,128,36,50
840,0.68,39,101,37,40
470,2.29,55,180,73,70
1039,2.26,35,153,93,79
1701,2.04,46,112,36,67
418,1.78,52,152,77,54
2451,1.58,66,179,91,86
2295,1.98,57,160,54,79
2005,1.08,45,169,97,73
2022,2.85,41,128,93,78
1997,1.97,50,99,47,70
1744,1.28,53,80,33,53
2059,1.62,57,149,46,62
1824,2.51,66,95,76,80
964,0.9,50,163,74,61
332,1.23,62,71,87,48
2402,2.2,31,103,32,58
2359,1.29,66,110,41,60
1851,2.48,48,155,46,78
1019,0.83,57,100,51,51
783,2.41,44,132,68,68
1272,0.67,30,124,68,50
606,0.53,57,130,45,41
756,2.75,64,154,80,71
630,1.95,61,105,58,62
524,1.38,57,109,100,62
1779,1.08,38,92,70,54
1382,2.04,53,95,86,67
943,1.77,33,87,57,55
915,2.98,70,148,50,76
494,2.96,32,103,33,53
788,2.09,51,155,44,60
1549,1.61,69,97,82,64
1402,1.73,68,176,75,74
1447,2.21,54,118,36,60
1541,0.75,51,133,47,53
815,1.32,63,140,50,53
1925,0.69,49,132,37,47
1427,0.68,65,173,88,72
692,0.99,66,131,49,55
930,1.71,68,111,96,66
2147,2.46,56,93,84,75
1279,1.71,61,104,91,60
733,1.34,58,146,47,60
577,0.71,70,124,85,62
532,1.88,61,118,51,55
1852,1.18,53,146,37,61
1894,2.04,32,164,40,60
1413,2.94,56,128,41,70
325,0.78,38,152,77,46
1717,1.03,69,162,92,70
760,1.68,52,91,56,51
1391,2.92,36,174,64,73
1306,2.43,46,154,31,63
2294,2.75,66,130,37,82
790,1.33,36,149,49,40
1372,2.98,59,99,37,64
515,0.76,42,138,92,56
2023,0.63,47,174,97,71
1892,2.64,60,129,60,72
458,2.82,51,174,61,80
985,0.73,43,75,42,53
2076,0.78,47,154,55,61
2352,0.58,64,175,58,63
2143,0.76,46,80,47,50
1889,1.02,48,93,98,58
1996,2.93,60,161,41,81
2246,2.17,68,148,31,76
2362,2.45,65,172,71,91
1445,2.44,44,179,36,70
1881,1.84,58,173,76,78
2232,2.49,69,120,83,78
2057,1.99,45,180,44,65
2350,1.29,62,88,87,59
1289,1.9,54,119,62,63
1841,1.83,45,150,96,79
1416,2.56,59,72,92,77
792,2.95,63,72,77,72
919,1.53,31,172,95,63
2397,2.41,69,161,94,100
1846,0.75,67,100,65,54
1162,2.44,47,175,46,63
1991,1.43,34,116,31,58
1905,0.6,69,77,62,63
879,1.41,35,86,35,51
2190,2.03,41,168,72,81
1575,0.8,41,169,40,58
2155,2.81,41,160,34,78
1655,0.69,38,173,59,56
1462,2.83,51,114,39,62
656,2.27,45,166,53,64
1924,1.32,33,129,88,56
2306,1.48,32,144,96,71
1169,2.35,45,90,90,63
1185,2.0,43,139,55,64
2301,2.18,70,90,68,76
1713,1.47,67,127,32,68
1583,1.72,33,124,67,65
919,2.97,31,97,71,60
1182,1.03,39,150,77,61
1096,1.54,40,151,42,46
2472,1.23,68,144,85,81
1596,2.41,55,115,88,71
918,2.41,66,113,92,69
2134,1.23,55,158,72,77
544,0.7,33,163,86,54
1229,0.53,55,94,50,45
1570,1.57,67,140,83,77
819,1.53,57,118,82,68
307,2.97,31,170,74,62
2319,1.67,31,115,65,61
794,1.14,45,160,92,65
1929,2.73,52,159,30,74
1362,1.73,52,132,96,61
486,2.0,42,146,62,67
2177,0.74,50,157,61,61
2440,1.46,68,81,87,67
385,2.86,54,147,55,65
436,1.97,66,126,90,70
2421,1.36,42,142,46,70
1936,2.06,44,133,98,76
2051,2.78,57,100,58,87
2087,1.18,32,73,92,74
1171,1.76,52,123,35,58
1243,2.9,33,152,88,75
1926,0.93,32,134,50,53
648,2.3,68,162,74,70
1976,2.04,37,178,74,82
1496,2.2,54,75,64,64
309,1.38,70,134,81,64
1761,1.28,41,158,75,69
966,2.21,34,160,95,73
1822,1.04,62,91,86,69
2476,1.55,54,86,71,72
900,0.97,54,128,45,52
626,0.52,64,98,34,49
1279,2.93,44,136,30,58
928,1.58,55,86,51,53
1929,2.92,39,71,77,68
573,0.85,53,101,55,49
984,1.97,64,91,63,52
415,1.0,58,172,87,61
1160,2.48,67,166,36,72
2303,2.46,34,127,54,77
992,0.78,53,122,86,54
1405,2.78,48,155,41,84
2461,0.99,38,116,60,58
2092,2.03,55,73,56,59
453,2.96,54,107,63,67
2200,2.71,64,82,63,74
1727,2.89,65,130,66,88
1589,1.36,43,156,87,60
614,0.76,35,133,89,51
1364,0.97,61,146,55,63
404,1.75,55,153,74,58
2224,2.48,44,102,74,67
2213,0.88,60,167,61,75
1516,2.15,66,107,98,71
1724,1.31,67,98,100,75
2072,1.35,66,130,52,62
2260,2.15,48,101,94,74
1903,1.67,43,80,68,64
1008,2.53,65,87,96,73
950,0.89,66,114,74,51
1246,2.47,40,90,96,70
960,0.66,56,81,92,41
2446,0.99,31,172,99,67
1432,2.14,51,89,83,75
999,2.64,31,76,56,55
2338,1.13,49,160,65,72
851,1.32,46,140,34,53
704,1.84,33,71,96,53
761,1.03,43,112,80,52
2479,2.53,36,166,61,73
1173,2.43,44,90,50,59
383,0.86,59,98,46,40
1722,1.66,45,101,55,69
520,2.44,69,114,51,58
1691,1.34,31,145,70,64
411,2.08,48,146,88,63
914,0.63,30,172,39,49
1881,2.02,60,177,34,64
774,0.88,33,128,84,50
2213,2.58,56,173,55,84
570,1.39,54,72,33,43
2220,1.2,51,108,56,64
1690,2.6,39,120,87,70
339,0.63,62,77,32,34
2282,1.49,59,179,79,78
1293,1.43,59,115,55,62
2312,1.21,45,135,47,69
589,2.78,38,75,36,42
578,2.38,46,127,74,61
880,0.66,64,110,42,43
1162,2.29,44,148,35,57
553,1.82,57,180,64,65
480,2.75,49,123,82,67
980,1.28,62,145,97,61
1124,1.94,62,110,71,59
999,1.75,65,117,33,58
1649,1.72,42,165,89,67
1680,1.64,33,139,74,60
1973,1.01,52,96,95,69
1938,2.39,37,116,51,67
2257,1.63,42,146,41,72
511,2.9,53,92,80,65
1838,1.15,69,143,46,75
683,2.21,59,83,65,57
2014,2.85,59,130,78,88
641,2.16,54,136,45,54
2138,2.68,62,145,73,80
2287,2.57,38,94,51,76
1143,1.4,55,134,37,51
1834,2.0,53,165,47,69
719,0.89,62,93,67,46
2288,1.84,68,122,58,78
2232,1.08,54,175,31,58
2149,2.36,44,142,88,86
605,1.82,70,119,71,63
1168,1.53,70,70,50,55
1435,1.17,35,175,31,54
1734,3.0,49,108,34,74
505,0.68,45,143,46,43
795,0.61,50,113,53,41
2209,1.04,44,176,37,65
1345,2.93,68,174,59,80
512,2.95,33,163,79,79
609,2.14,53,74,51,57
2291,2.7,32,137,88,82
571,1.03,30,178,53,57
2122,2.93,59,141,55,73
2379,0.86,42,149,90,72
742,0.75,47,134,37,45
553,0.78,69,148,41,49
820,1.93,40,157,43,55
1276,2.45,58,84,59,69
309,1.42,33,119,84,42
1883,2.94,54,75,90,79
1434,1.59,65,135,91,64
452,0.88,65,138,60,50
1958,1.66,69,108,56,67
2156,2.2,57,174,30,81
1514,2.58,37,167,70,71
2052,1.65,50,172,43,68
1404,1.98,64,165,79,69
1194,1.17,47,98,71,56
1411,2.11,54,162,100,71
403,2.96,70,157,69,65
2214,0.62,34,115,43,43
1306,2.72,37,100,40,58
706,1.91,52,93,92,60
1701,1.13,32,84,78,60
466,2.89,66,145,66,78
808,1.71,60,89,39,58
1961,1.33,58,73,83,69
1062,0.95,70,127,36,63
980,1.11,49,146,41,54
2420,2.58,32,130,84,81
1464,2.04,52,174,65,81
881,2.78,69,177,36,66
561,1.08,50,79,53,48
1663,0.8,42,110,63,53
1631,0.52,37,122,94,64
1838,1.77,34,156,58,71
860,3.0,54,140,55,69
1399,2.24,68,145,94,73
2203,1.27,66,117,74,76
474,2.69,70,84,46,57
2456,2.45,34,76,65,69
491,0.54,37,141,92,44
364,2.54,33,140,52,55
1797,1.25,70,112,95,76
1867,0.87,51,73,71,57
1451,1.07,43,120,100,59
2237,1.67,48,140,100,68
668,1.56,42,128,72,59
1150,1.22,64,178,84,67
342,0.93,33,110,85,47
2207,2.41,62,130,60,76
377,2.98,51,99,85,64
2124,2.44,30,87,77,71
1593,1.24,40,99,81,54
973,1.11,45,76,30,41
1000,1.04,33,121,31,45
1058,0.84,58,117,71,61
2223,1.88,68,92,38,66
1201,2.01,67,106,60,58
1292,2.26,53,140,31,65
1491,2.2,38,171,53,63
1776,1.23,37,162,72,61
689,1.33,43,167,99,61
1299,2.2,44,172,72,70
824,1.37,51,122,80,64
2155,1.03,66,174,75,77
1806,1.44,44,114,30,49
958,1.18,35,118,96,64
1190,0.72,30,118,30,46
1781,2.58,49,180,92,86
751,2.63,70,151,91,66
1837,1.05,65,116,90,64
1182,0.66,31,176,69,54
612,2.35,35,94,58,62
1139,1.03,31,160,64,61
674,1.48,32,96,40,38
750,0.66,36,81,40,27
894,1.07,49,92,92,54
1533,2.48,70,86,98,77
799,2.51,70,113,85,65
763,1.02,34,140,36,40
412,1.34,54,93,80,62
1335,0.84,67,140,68,59
2224,0.69,47,162,71,64
439,2.98,30,129,82,79
1724,2.14,54,122,50,65
816,1.86,46,161,59,56
2247,2.41,44,156,30,67
2465,2.6,34,143,53,76
1187,2.52,46,85,35,54
1641,0.54,50,176,35,54
349,0.97,52,167,98,59
318,2.14,39,94,91,73
1025,1.44,46,135,64,61
1773,2.96,30,119,64,66
751,2.16,66,138,77,68
1464,2.89,36,147,72,78
1407,1.0,41,164,64,64
514,2.66,69,109,34,51
1849,1.3,30,75,60,45
427,2.97,49,133,60,67
2145,0.89,60,97,37,52
1059,1.79,33,78,35,42
2115,2.48,55,75,82,75
660,1.58,41,86,73,55
868,1.67,51,109,78,58
1715,2.97,30,168,37,61
1897,1.56,30,145,93,66
1992,2.01,32,114,33,53
501,0.64,41,151,61,49
2364,2.61,50,112,82,90
817,2.12,42,167,96,72
1648,1.51,42,115,92,68
1735,0.54,70,132,89,69
1641,1.98,47,70,62,66
980,0.53,62,128,51,47
2288,0.5,35,132,60,56
1791,2.04,54,148,53,74
724,0.97,52,87,32,36
2268,0.98,53,155,62,59
2012,2.13,66,151,55,73
1077,0.63,55,134,80,62
2445,1.28,33,179,59,69
2126,0.87,67,89,64,58
507,1.95,64,125,54,63
1837,2.15,40,123,57,69
1959,2.3,65,117,55,68
321,1.14,54,169,37,48
453,0.72,49,123,44,37
2262,0.7,30,171,78,65
518,1.57,59,158,37,58
968,2.86,33,85,84,52
1818,1.04,52,89,87,56
2367,1.14,64,171,32,75
1249,0.75,51,116,38,45
2495,2.01,60,166,43,84
702,2.2,30,76,49,42
895,2.11,33,92,33,45
1737,2.65,48,144,53,73
1457,1.72,59,102,57,59
2042,0.84,30,109,60,60
1606,1.22,48,179,96,71
372,2.16,50,74,93,62
780,2.03,51,114,46,50
859,1.83,31,180,35,57
1044,2.21,35,110,89,62
1766,2.09,50,77,40,53
399,2.7,62,150,67,71
1382,1.97,48,151,63,73
712,2.45,56,119,76,63
1388,1.12,66,160,61,66
1477,2.2,58,100,86,69
2308,2.76,57,73,75,77
1120,1.46,63,135,64,66
961,2.45,30,125,51,65
859,2.31,54,74,45,61
1571,0.65,50,150,34,48
2113,1.95,63,123,55,64
909,0.83,55,172,53,45
324,2.92,65,165,96,81
2328,2.53,64,162,61,80
583,0.77,52,149,52,54
1772,0.8,46,70,78,48
600,1.99,41,145,91,66
1391,1.36,49,152,95,59
1330,0.59,68,142,40,56
1116,1.85,56,130,47,62
382,1.47,66,76,39,40
2220,0.75,49,99,89,64
2393,2.5,40,84,37,75
917,2.79,57,177,100,85
475,2.39,31,73,77,68
1489,2.56,53,132,70,74
1141,1.04,45,139,37,53
669,1.16,41,107,66,46
2118,1.02,45,116,66,62
2401,2.41,65,129,93,81
989,2.87,31,168,88,79
2079,2.29,54,71,74,65
1664,2.7,58,138,45,80
1732,2.1,57,77,55,56
666,1.47,39,120,60,49
943,1.56,52,163,56,59
372,0.69,61,88,72,40
1571,0.58,60,163,44,58
1159,2.24,48,100,87,64
342,1.6,44,149,78,64
1364,1.88,62,171,54,65
1816,1.89,46,91,97,71
2386,1.19,65,102,65,66
668,1.69,49,155,76,61
450,1.68,38,141,88,59
1434,1.47,67,106,81,69
1803,2.55,32,81,69,55
1759,1.63,31,138,72,64
1370,2.01,47,133,85,65
1323,2.74,52,94,32,57
1898,2.67,48,123,100,82
2340,2.73,36,98,41,73
1689,1.18,64,82,94,72
368,0.59,49,95,72,40
1243,1.15,49,91,99,45
1101,1.2,48,162,75,62
360,2.77,70,145,89,65
1245,2.12,45,179,90,77
1637,0.7,67,176,78,63
1484,0.84,50,161,54,59
630,0.89,58,142,32,42
1851,2.08,67,79,97,68
637,2.34,53,117,92,61
1929,2.65,66,111,59,77
1627,2.85,58,159,33,66
1826,1.0,60,169,100,77
1973,1.27,68,128,50,74
1661,1.1,41,122,100,73
1873,1.4,59,109,30,49
574,2.79,33,144,89,61
1487,1.94,59,131,63,70
2293,2.35,34,75,32,54
1169,1.73,45,73,47,54
1314,0.57,56,160,72,50
2211,0.66,33,124,70,57
902,1.84,37,157,53,63
2099,2.3,37,138,53,62
990,1.04,46,72,32,40
793,2.3,32,76,88,57
789,2.53,56,157,87,77
689,1.53,63,155,53,56
594,2.37,50,81,95,56
1692,1.51,53,168,69,57
2017,2.2,70,86,100,85
948,2.41,58,136,38,66
2173,2.98,68,144,89,90
867,1.36,35,139,68,54
744,1.53,43,176,62,61
662,0.91,43,105,63,51
2470,1.01,66,86,91,59
1511,2.23,53,155,90,68
1041,2.79,42,70,56,49
2341,1.49,30,177,46,64
979,0.95,41,136,89,58
1942,1.21,53,149,71,72
1872,1.64,66,168,76,62
1658,1.23,49,147,82,60
2439,1.08,35,118,50,59
362,2.34,41,120,37,53
1462,0.52,50,140,87,58
1528,1.85,32,159,97,65
555,2.48,56,112,92,64
434,1.17,65,100,88,55
1174,2.01,46,93,59,49
1121,2.17,44,152,54,59
2435,2.14,68,106,85,73
1122,1.61,33,134,63,59
1273,1.37,46,158,79,60
2077,2.59,67,132,31,66
420,2.4,40,125,82,59
1937,1.3,41,143,70,68
1664,0.76,61,87,52,52
1307,0.68,56,175,90,71
1224,0.74,56,134,60,59
944,1.96,69,98,95,64
2332,0.63,58,146,31,59
2368,1.34,38,73,98,71
541,2.38,32,81,89,55
1919,1.24,68,125,52,65
1102,2.41,58,117,86,67
1263,2.36,50,88,64,61
368,1.11,64,95,30,41
1452,2.32,39,177,77,77
495,2.37,52,107,78,60
2487,1.49,68,149,69,78
1045,1.03,54,177,91,68
1988,1.8,53,94,44,57
576,2.8,49,125,59,62
360,2.1,44,143,50,58
2213,0.93,50,170,37,71
2399,2.21,41,97,36,58
2500,1.57,47,130,63,72
2072,1.98,52,161,93,86
1634,2.34,70,158,71,79
2137,1.79,58,158,82,73
866,2.53,70,120,99,75
1871,2.31,65,81,39,60
921,2.04,34,77,87,55
2325,0.88,68,169,33,67
1500,2.59,55,172,37,71
613,2.84,68,127,41,66
2444,0.84,40,157,54,57
1536,1.72,40,92,56,53
436,1.15,47,106,31,44
1329,2.39,41,80,84,56
2456,2.3,45,86,87,68
961,0.85,56,161,62,55
386,2.69,65,125,78,66
2423,0.95,46,122,34,61
1608,2.49,50,136,76,62
2000,1.64,66,71,53,61
794,1.32,60,98,73,62
1947,0.9,64,126,97,71
2242,0.92,56,103,43,49
1368,2.15,52,147,65,81
1724,1.88,61,166,80,74
896,0.81,46,180,35,38
749,0.78,40,151,46,51
784,0.68,30,162,80,48
945,2.36,57,71,81,72
1929,2.28,47,144,41,72
961,0.65,70,100,30,55
1057,1.9,49,146,40,53
588,0.71,36,113,45,46
1020,2.76,66,159,38,66
937,2.77,45,125,37,63
798,2.25,68,167,54,69
933,2.82,52,123,69,76
1973,2.53,61,122,96,86
2330,2.57,46,143,52,73
414,1.92,48,145,91,69
973,1.27,63,155,52,59
2036,1.04,43,115,73,65
1557,1.32,32,123,85,62
446,2.07,68,100,97,64
2465,0.93,54,152,52,59
711,1.15,40,178,38,52
1987,1.67,44,93,33,52
1832,1.08,48,94,63,50
436,1.97,44,104,63,57
318,2.81,44,126,71,60
2259,2.37,67,141,32,65
1301,2.17,44,138,63,65
748,1.96,38,155,72,61
2248,1.72,34,97,96,69
1245,0.97,48,145,66,57
1677,2.74,53,102,41,62
1822,1.12,58,122,45,56
440,0.73,34,85,91,49
2220,2.38,51,95,46,72
392,0.94,42,81,44,36
538,1.43,58,156,55,59
504,0.57,45,159,74,51
1756,0.84,65,174,31,58
544,0.93,46,146,46,53
1131,0.64,49,156,94,56
594,2.14,43,100,59,56
1155,2.59,35,169,97,68
2364,1.43,51,96,73,68
370,2.69,69,105,89,66
1592,1.03,38,128,30,47
1648,1.31,61,180,48,65
604,0.88,53,175,62,44
1330,2.05,62,156,65,63
1637,1.55,42,171,53,68
1116,2.03,64,72,54,58
1426,2.4,35,163,40,72
1120,1.86,69,101,38,51
492,2.07,59,84,35,54
2076,2.84,67,171,87,93
828,1.25,45,144,58,60
550,1.4,30,135,40,44
2088,2.29,47,159,52,74
2326,2.03,51,132,55,67
1703,0.95,55,167,30,56
1467,1.44,43,70,76,53
2372,1.67,66,144,70,70
1396,1.55,43,74,52,52
2147,0.95,55,159,34,66
804,2.81,65,75,79,73
1921,2.41,52,168,38,68
1687,1.7,31,74,33,48
1522,2.2,68,142,100,80
1017,2.74,36,97,94,75
638,0.84,68,152,86,69
958,1.13,51,138,54,47
1261,1.86,57,156,87,74
728,2.5,67,177,35,70
1198,0.59,49,113,43,45
438,2.96,47,85,92,59
841,1.64,53,140,94,69
2404,1.4,62,147,81,82
1555,1.23,55,91,94,60
683,0.94,48,142,37,52
493,2.48,42,180,37,61
2195,2.89,39,92,43,75
1031,1.53,43,112,53,60
2463,2.88,38,137,93,85
984,2.56,40,112,54,63
381,1.7,32,95,35,38
831,2.19,69,110,30,49
2283,1.59,41,139,62,69
520,1.9,64,100,43,46
934,0.65,68,86,92,65
2069,2.24,68,78,85,81
2174,0.63,61,160,91,70
302,2.54,68,124,57,76
2017,2.56,43,75,58,63
505,1.09,30,139,52,43
2155,1.31,56,133,73,67
339,1.7,66,73,67,52
2406,1.99,30,176,78,75
943,1.22,58,136,72,61
1830,1.98,53,157,39,62
2207,1.24,46,125,56,63
2443,0.64,64,87,37,52
1197,0.51,60,101,97,57
1385,0.75,61,154,59,53
1579,2.48,48,117,42,60
970,2.9,60,98,87,83
1805,1.57,68,101,32,55
1018,1.78,49,94,34,53
1371,0.87,57,145,51,54
2255,1.88,32,179,87,72
1459,0.86,61,132,95,65
549,2.03,51,78,69,50
2192,2.83,44,140,34,75
2153,0.99,67,83,45,57
1803,2.41,48,89,44,70
1534,0.56,60,153,47,49
343,1.44,55,79,76,51
882,0.78,34,80,33,38
1588,1.38,49,108,82,58
519,0.93,31,88,87,42
2225,1.43,50,88,87,60
1290,1.54,65,112,88,59
2112,1.25,57,130,63,65
1157,2.14,49,139,59,68
1103,2.8,66,141,83,77
789,1.5,68,134,97,67
2080,0.98,65,92,97,61
1793,1.18,40,173,55,52
2005,2.64,32,170,32,71
353,1.93,66,129,86,61
915,1.64,49,79,66,44
1382,0.87,61,132,67,56
2148,1.62,54,71,70,65
1254,1.2,50,105,33,51
1929,2.86,45,126,55,74
